created_at,entry_id,field1,latitude,longitude,elevation,status
2024-06-19T06:04:26+00:00,51,0,,,,
2024-06-19T06:04:33+00:00,52,0,,,,
2024-06-19T06:04:40+00:00,53,0,,,,
2024-06-19T06:04:47+00:00,54,0,,,,
2024-06-19T06:04:54+00:00,55,0,,,,
2024-06-19T06:05:01+00:00,56,0,,,,
2024-06-19T06:05:08+00:00,57,0,,,,
2024-06-19T06:05:15+00:00,58,0,,,,
2024-06-19T06:05:22+00:00,59,0,,,,
2024-06-19T06:05:29+00:00,60,0,,,,
2024-06-19T06:05:36+00:00,61,0,,,,
2024-06-19T06:05:43+00:00,62,0,,,,
2024-06-19T06:05:50+00:00,63,0,,,,
2024-06-19T06:05:57+00:00,64,0,,,,
2024-06-19T06:06:04+00:00,65,0,,,,
2024-06-19T06:06:11+00:00,66,0,,,,
2024-06-19T06:06:18+00:00,67,0,,,,
2024-06-19T06:06:25+00:00,68,0,,,,
2024-06-19T06:06:32+00:00,69,0,,,,
2024-06-19T06:06:39+00:00,70,0,,,,
2024-06-19T06:06:46+00:00,71,0,,,,
2024-06-19T06:06:53+00:00,72,0,,,,
2024-06-19T06:07:00+00:00,73,0,,,,
2024-06-19T06:07:07+00:00,74,0,,,,
2024-06-19T06:07:14+00:00,75,0,,,,
2024-06-19T06:07:21+00:00,76,0,,,,
2024-06-19T06:07:28+00:00,77,0,,,,
2024-06-19T06:07:35+00:00,78,0,,,,
2024-06-19T06:07:42+00:00,79,0,,,,
2024-06-19T06:07:49+00:00,80,0,,,,
2024-06-19T06:07:56+00:00,81,0,,,,
2024-06-19T06:08:03+00:00,82,0,,,,
2024-06-19T06:08:10+00:00,83,0,,,,
2024-06-19T06:08:17+00:00,84,0,,,,
2024-06-19T06:08:24+00:00,85,0,,,,
2024-06-19T06:08:30+00:00,86,0,,,,
2024-06-19T06:08:38+00:00,87,0,,,,
2024-06-19T06:08:44+00:00,88,0,,,,
2024-06-19T06:08:51+00:00,89,0,,,,
2024-06-19T06:08:58+00:00,90,0,,,,
2024-06-19T06:09:05+00:00,91,0,,,,
2024-06-19T06:09:12+00:00,92,0,,,,
2024-06-19T06:09:19+00:00,93,0,,,,
2024-06-19T06:09:26+00:00,94,0,,,,
2024-06-19T06:09:33+00:00,95,0,,,,
2024-06-19T06:09:40+00:00,96,0,,,,
2024-06-19T06:09:47+00:00,97,0,,,,
2024-06-19T06:09:54+00:00,98,0,,,,
2024-06-19T06:10:01+00:00,99,0,,,,
2024-06-19T06:10:08+00:00,100,0,,,,
2024-06-19T06:10:15+00:00,101,0,,,,
2024-06-19T06:10:22+00:00,102,0,,,,
2024-06-19T06:10:29+00:00,103,0,,,,
2024-06-19T06:10:36+00:00,104,0,,,,
2024-06-19T06:10:43+00:00,105,0,,,,
2024-06-19T06:10:50+00:00,106,0,,,,
2024-06-19T06:10:57+00:00,107,0,,,,
2024-06-19T06:11:04+00:00,108,0,,,,
2024-06-19T06:11:11+00:00,109,0,,,,
2024-06-19T06:11:18+00:00,110,0,,,,
2024-06-19T06:11:25+00:00,111,0,,,,
2024-06-19T06:11:32+00:00,112,0,,,,
2024-06-19T06:11:34+00:00,113,0,,,,
2024-06-19T06:11:39+00:00,114,0,,,,
2024-06-19T06:11:46+00:00,115,0,,,,
2024-06-19T06:11:53+00:00,116,0,,,,
2024-06-19T06:12:00+00:00,117,0,,,,
2024-06-19T06:12:07+00:00,118,0,,,,
2024-06-19T06:12:14+00:00,119,0,,,,
2024-06-19T06:12:21+00:00,120,0,,,,
2024-06-19T06:12:28+00:00,121,0,,,,
2024-06-19T06:12:35+00:00,122,0,,,,
2024-06-19T06:12:42+00:00,123,0,,,,
2024-06-19T06:12:49+00:00,124,0,,,,
2024-06-19T06:12:56+00:00,125,0,,,,
2024-06-19T06:13:03+00:00,126,0,,,,
2024-06-19T06:13:10+00:00,127,0,,,,
2024-06-19T06:13:17+00:00,128,0,,,,
2024-06-19T06:13:24+00:00,129,0,,,,
2024-06-19T06:13:31+00:00,130,0,,,,
2024-06-19T06:13:38+00:00,131,0,,,,
2024-06-19T06:13:45+00:00,132,0,,,,
2024-06-19T06:13:52+00:00,133,0,,,,
2024-06-19T06:13:59+00:00,134,1,,,,
2024-06-19T06:14:06+00:00,135,1,,,,
2024-06-19T06:14:13+00:00,136,0,,,,
2024-06-19T06:14:20+00:00,137,0,,,,
2024-06-19T06:14:27+00:00,138,0,,,,
2024-06-19T06:14:34+00:00,139,0,,,,
2024-06-19T06:14:41+00:00,140,0,,,,
2024-06-19T06:14:48+00:00,141,0,,,,
2024-06-19T06:14:55+00:00,142,0,,,,
2024-06-19T06:15:02+00:00,143,0,,,,
2024-06-19T06:15:09+00:00,144,0,,,,
2024-06-19T06:15:16+00:00,145,0,,,,
2024-06-19T06:15:23+00:00,146,0,,,,
2024-06-19T06:15:30+00:00,147,0,,,,
2024-06-19T06:15:37+00:00,148,0,,,,
2024-06-19T06:15:44+00:00,149,0,,,,
2024-06-19T06:15:51+00:00,150,0,,,,
2024-06-19T06:15:58+00:00,151,0,,,,
2024-06-19T06:16:05+00:00,152,0,,,,
2024-06-19T06:16:12+00:00,153,1,,,,
2024-06-19T06:16:19+00:00,154,0,,,,
2024-06-19T06:16:26+00:00,155,0,,,,
2024-06-19T06:16:33+00:00,156,0,,,,
2024-06-19T06:16:40+00:00,157,0,,,,
2024-06-19T06:16:47+00:00,158,0,,,,
2024-06-19T06:16:54+00:00,159,0,,,,
2024-06-19T06:17:01+00:00,160,0,,,,
2024-06-19T06:17:08+00:00,161,0,,,,
2024-06-19T06:17:15+00:00,162,0,,,,
2024-06-19T06:17:22+00:00,163,0,,,,
2024-06-19T06:17:29+00:00,164,0,,,,
2024-06-19T06:17:36+00:00,165,0,,,,
2024-06-19T06:17:43+00:00,166,0,,,,
2024-06-19T06:17:50+00:00,167,0,,,,
2024-06-19T06:17:57+00:00,168,0,,,,
2024-06-19T06:18:04+00:00,169,0,,,,
2024-06-19T06:18:11+00:00,170,0,,,,
2024-06-19T06:18:18+00:00,171,0,,,,
2024-06-19T06:18:25+00:00,172,0,,,,
2024-06-19T06:18:32+00:00,173,0,,,,
2024-06-19T06:18:39+00:00,174,0,,,,
2024-06-19T06:18:46+00:00,175,0,,,,
2024-06-19T06:18:53+00:00,176,0,,,,
2024-06-19T06:19:00+00:00,177,0,,,,
2024-06-19T06:19:07+00:00,178,0,,,,
2024-06-19T06:19:14+00:00,179,0,,,,
2024-06-19T06:19:21+00:00,180,1,,,,
2024-06-19T06:19:28+00:00,181,1,,,,
2024-06-19T06:19:35+00:00,182,1,,,,
2024-06-19T06:19:42+00:00,183,1,,,,
2024-06-19T06:19:49+00:00,184,1,,,,
2024-06-19T06:19:56+00:00,185,1,,,,
2024-06-19T06:20:03+00:00,186,1,,,,
2024-06-19T06:20:10+00:00,187,1,,,,
2024-06-19T06:20:17+00:00,188,1,,,,
2024-06-19T06:20:24+00:00,189,0,,,,
2024-06-19T06:20:31+00:00,190,0,,,,
2024-06-19T06:20:38+00:00,191,0,,,,
2024-06-19T06:20:45+00:00,192,0,,,,
2024-06-19T06:20:52+00:00,193,0,,,,
2024-06-19T06:20:59+00:00,194,0,,,,
2024-06-19T06:21:06+00:00,195,0,,,,
2024-06-19T06:21:13+00:00,196,0,,,,
2024-06-19T06:21:20+00:00,197,0,,,,
2024-06-19T06:21:27+00:00,198,0,,,,
2024-06-19T06:21:34+00:00,199,0,,,,
2024-06-19T06:21:41+00:00,200,0,,,,
2024-06-19T06:21:48+00:00,201,0,,,,
2024-06-19T06:21:55+00:00,202,0,,,,
2024-06-19T06:22:02+00:00,203,0,,,,
2024-06-19T06:22:09+00:00,204,0,,,,
2024-06-19T06:22:16+00:00,205,0,,,,
2024-06-19T06:22:23+00:00,206,0,,,,
2024-06-19T06:22:30+00:00,207,0,,,,
2024-06-19T06:22:37+00:00,208,0,,,,
2024-06-19T06:22:44+00:00,209,0,,,,
2024-06-19T06:22:51+00:00,210,0,,,,
2024-06-19T06:22:58+00:00,211,0,,,,
2024-06-19T06:23:05+00:00,212,0,,,,
2024-06-19T06:23:12+00:00,213,0,,,,
2024-06-19T06:23:19+00:00,214,0,,,,
2024-06-19T06:23:26+00:00,215,0,,,,
2024-06-19T06:23:32+00:00,216,0,,,,
2024-06-19T06:23:40+00:00,217,0,,,,
2024-06-19T06:23:46+00:00,218,0,,,,
2024-06-19T06:23:53+00:00,219,0,,,,
2024-06-19T06:24:00+00:00,220,0,,,,
2024-06-19T06:24:07+00:00,221,0,,,,
2024-06-19T06:24:14+00:00,222,0,,,,
2024-06-19T06:24:21+00:00,223,0,,,,
2024-06-19T06:24:28+00:00,224,0,,,,
2024-06-19T06:24:35+00:00,225,0,,,,
2024-06-19T06:24:42+00:00,226,0,,,,
2024-06-19T06:24:49+00:00,227,0,,,,
2024-06-19T06:24:56+00:00,228,0,,,,
2024-06-19T06:25:03+00:00,229,0,,,,
2024-06-19T06:25:10+00:00,230,0,,,,
2024-06-19T06:25:17+00:00,231,0,,,,
2024-06-19T06:25:24+00:00,232,0,,,,
2024-06-19T06:25:31+00:00,233,0,,,,
2024-06-19T06:25:38+00:00,234,0,,,,
2024-06-19T06:25:45+00:00,235,0,,,,
2024-06-19T06:25:52+00:00,236,0,,,,
2024-06-19T06:25:59+00:00,237,0,,,,
2024-06-19T06:26:06+00:00,238,0,,,,
2024-06-19T06:26:13+00:00,239,0,,,,
2024-06-19T06:26:20+00:00,240,0,,,,
2024-06-19T06:26:27+00:00,241,0,,,,
2024-06-19T06:26:34+00:00,242,0,,,,
2024-06-19T06:26:41+00:00,243,0,,,,
2024-06-19T06:26:48+00:00,244,0,,,,
2024-06-19T06:26:55+00:00,245,0,,,,
2024-06-19T06:27:02+00:00,246,0,,,,
2024-06-19T06:27:09+00:00,247,0,,,,
2024-06-19T06:27:16+00:00,248,0,,,,
2024-06-19T06:27:23+00:00,249,0,,,,
2024-06-19T06:27:30+00:00,250,0,,,,
2024-06-19T06:27:37+00:00,251,0,,,,
2024-06-19T06:27:44+00:00,252,0,,,,
2024-06-19T06:27:51+00:00,253,0,,,,
2024-06-19T06:27:58+00:00,254,1,,,,
2024-06-19T06:28:05+00:00,255,1,,,,
2024-06-19T06:28:12+00:00,256,1,,,,
2024-06-19T06:28:19+00:00,257,1,,,,
2024-06-19T06:28:26+00:00,258,1,,,,
2024-06-19T06:28:33+00:00,259,1,,,,
2024-06-19T06:28:40+00:00,260,1,,,,
2024-06-19T06:28:47+00:00,261,1,,,,
2024-06-19T06:28:54+00:00,262,1,,,,
2024-06-19T06:29:01+00:00,263,1,,,,
2024-06-19T06:29:08+00:00,264,1,,,,
2024-06-19T06:29:15+00:00,265,1,,,,
2024-06-19T06:29:22+00:00,266,1,,,,
2024-06-19T06:29:29+00:00,267,1,,,,
2024-06-19T06:29:36+00:00,268,1,,,,
2024-06-19T06:29:43+00:00,269,1,,,,
2024-06-19T06:29:50+00:00,270,1,,,,
2024-06-19T06:29:57+00:00,271,1,,,,
2024-06-19T06:30:04+00:00,272,1,,,,
2024-06-19T06:30:11+00:00,273,1,,,,
2024-06-19T06:30:18+00:00,274,1,,,,
2024-06-19T06:30:25+00:00,275,1,,,,
2024-06-19T06:30:32+00:00,276,1,,,,
2024-06-19T06:30:39+00:00,277,1,,,,
2024-06-19T06:30:46+00:00,278,1,,,,
2024-06-19T06:30:53+00:00,279,1,,,,
2024-06-19T06:31:00+00:00,280,0,,,,
2024-06-19T06:31:07+00:00,281,0,,,,
2024-06-19T06:31:14+00:00,282,0,,,,
2024-06-19T06:31:21+00:00,283,0,,,,
2024-06-19T06:31:28+00:00,284,0,,,,
2024-06-19T06:31:35+00:00,285,0,,,,
2024-06-19T06:31:42+00:00,286,0,,,,
2024-06-19T06:31:49+00:00,287,0,,,,
2024-06-19T06:31:56+00:00,288,0,,,,
2024-06-19T06:32:03+00:00,289,0,,,,
2024-06-19T06:32:10+00:00,290,0,,,,
2024-06-19T06:32:17+00:00,291,0,,,,
2024-06-19T06:32:24+00:00,292,0,,,,
2024-06-19T06:32:31+00:00,293,0,,,,
2024-06-19T06:32:38+00:00,294,0,,,,
2024-06-19T06:32:45+00:00,295,0,,,,
2024-06-19T06:32:52+00:00,296,0,,,,
2024-06-19T06:32:59+00:00,297,0,,,,
2024-06-19T06:33:06+00:00,298,0,,,,
2024-06-19T06:33:13+00:00,299,0,,,,
2024-06-19T06:33:20+00:00,300,0,,,,
2024-06-19T06:33:27+00:00,301,0,,,,
2024-06-19T06:33:34+00:00,302,0,,,,
2024-06-19T07:55:03+00:00,303,1,,,,
2024-06-19T07:55:10+00:00,304,1,,,,
2024-06-19T07:55:17+00:00,305,1,,,,
2024-06-19T07:55:24+00:00,306,0,,,,
2024-06-19T07:55:31+00:00,307,0,,,,
2024-06-19T07:55:38+00:00,308,0,,,,
2024-06-19T07:55:45+00:00,309,0,,,,
2024-06-19T07:55:52+00:00,310,1,,,,
2024-06-19T07:55:59+00:00,311,1,,,,
2024-06-19T07:56:06+00:00,312,1,,,,
2024-06-19T07:56:13+00:00,313,1,,,,
2024-06-19T07:56:20+00:00,314,1,,,,
2024-06-19T07:56:27+00:00,315,1,,,,
2024-06-19T07:56:34+00:00,316,1,,,,
2024-06-19T07:56:41+00:00,317,1,,,,
2024-06-19T07:56:48+00:00,318,1,,,,
2024-06-19T07:56:55+00:00,319,1,,,,
2024-06-19T07:57:02+00:00,320,1,,,,
2024-06-19T07:57:09+00:00,321,1,,,,
2024-06-19T07:57:16+00:00,322,1,,,,
2024-06-19T07:57:23+00:00,323,1,,,,
2024-06-19T07:57:30+00:00,324,1,,,,
2024-06-19T07:57:32+00:00,325,1,,,,
2024-06-19T07:57:37+00:00,326,1,,,,
2024-06-19T07:57:44+00:00,327,1,,,,
2024-06-19T07:57:51+00:00,328,1,,,,
2024-06-19T07:57:58+00:00,329,1,,,,
2024-06-19T07:58:05+00:00,330,1,,,,
2024-06-19T07:58:12+00:00,331,1,,,,
2024-06-19T07:58:19+00:00,332,1,,,,
2024-06-19T07:58:26+00:00,333,1,,,,
2024-06-19T07:58:33+00:00,334,1,,,,
2024-06-19T07:58:40+00:00,335,1,,,,
2024-06-19T07:58:47+00:00,336,1,,,,
2024-06-19T07:58:54+00:00,337,1,,,,
2024-06-19T07:59:01+00:00,338,1,,,,
2024-06-19T07:59:08+00:00,339,1,,,,
2024-06-19T07:59:15+00:00,340,1,,,,
2024-06-19T07:59:22+00:00,341,1,,,,
2024-06-19T07:59:29+00:00,342,1,,,,
2024-06-19T07:59:36+00:00,343,1,,,,
2024-06-19T07:59:43+00:00,344,1,,,,
2024-06-19T07:59:50+00:00,345,1,,,,
2024-06-19T07:59:57+00:00,346,1,,,,
2024-06-19T08:00:04+00:00,347,1,,,,
2024-06-19T08:00:11+00:00,348,1,,,,
2024-06-19T08:00:18+00:00,349,1,,,,
2024-06-19T08:00:25+00:00,350,1,,,,
2024-06-19T08:00:31+00:00,351,1,,,,
2024-06-19T08:00:38+00:00,352,1,,,,
2024-06-19T08:00:45+00:00,353,1,,,,
2024-06-19T08:00:52+00:00,354,1,,,,
2024-06-19T08:00:59+00:00,355,1,,,,
2024-06-19T08:01:06+00:00,356,1,,,,
2024-06-19T08:01:13+00:00,357,1,,,,
2024-06-19T08:01:20+00:00,358,1,,,,
2024-06-19T08:01:27+00:00,359,1,,,,
2024-06-19T08:01:34+00:00,360,1,,,,
2024-06-19T08:01:41+00:00,361,1,,,,
2024-06-19T08:01:48+00:00,362,1,,,,
2024-06-19T08:01:55+00:00,363,1,,,,
2024-06-19T08:02:02+00:00,364,1,,,,
2024-06-19T08:02:09+00:00,365,1,,,,
2024-06-19T08:02:16+00:00,366,1,,,,
2024-06-19T08:02:23+00:00,367,1,,,,
2024-06-19T08:02:30+00:00,368,1,,,,
2024-06-19T08:02:37+00:00,369,1,,,,
2024-06-19T08:02:44+00:00,370,1,,,,
2024-06-19T08:02:51+00:00,371,1,,,,
2024-06-19T08:02:58+00:00,372,1,,,,
2024-06-19T08:03:05+00:00,373,1,,,,
2024-06-19T08:03:12+00:00,374,1,,,,
2024-06-19T08:03:19+00:00,375,1,,,,
2024-06-19T08:03:26+00:00,376,1,,,,
2024-06-19T08:03:33+00:00,377,1,,,,
2024-06-19T08:03:40+00:00,378,1,,,,
2024-06-19T08:03:47+00:00,379,1,,,,
2024-06-19T08:03:54+00:00,380,1,,,,
2024-06-19T08:04:01+00:00,381,1,,,,
2024-06-19T08:04:08+00:00,382,1,,,,
2024-06-19T08:04:15+00:00,383,1,,,,
2024-06-19T08:04:22+00:00,384,1,,,,
2024-06-19T08:04:29+00:00,385,1,,,,
2024-06-19T08:04:36+00:00,386,1,,,,
2024-06-19T08:04:43+00:00,387,1,,,,
2024-06-19T08:04:50+00:00,388,1,,,,
2024-06-19T08:04:57+00:00,389,1,,,,
2024-06-19T08:05:04+00:00,390,1,,,,
2024-06-19T08:05:11+00:00,391,1,,,,
2024-06-19T08:05:18+00:00,392,1,,,,
2024-06-19T08:05:25+00:00,393,1,,,,
2024-06-19T08:05:32+00:00,394,1,,,,
2024-06-19T08:05:39+00:00,395,1,,,,
2024-06-19T08:05:46+00:00,396,1,,,,
2024-06-19T08:05:53+00:00,397,1,,,,
2024-06-19T08:06:00+00:00,398,1,,,,
2024-06-19T08:06:01+00:00,399,1,,,,
2024-06-19T08:06:02+00:00,400,1,,,,
2024-06-19T08:06:07+00:00,401,1,,,,
2024-06-19T08:06:14+00:00,402,1,,,,
2024-06-19T08:06:21+00:00,403,1,,,,
2024-06-19T08:06:28+00:00,404,1,,,,
2024-06-19T08:06:35+00:00,405,1,,,,
2024-06-19T08:06:42+00:00,406,1,,,,
2024-06-19T08:06:49+00:00,407,1,,,,
2024-06-19T08:06:56+00:00,408,1,,,,
2024-06-19T08:07:03+00:00,409,1,,,,
2024-06-19T08:07:10+00:00,410,1,,,,
2024-06-19T08:07:17+00:00,411,1,,,,
2024-06-19T08:07:24+00:00,412,1,,,,
2024-06-19T08:07:31+00:00,413,1,,,,
2024-06-19T08:07:37+00:00,414,1,,,,
2024-06-19T08:07:44+00:00,415,1,,,,
2024-06-19T08:07:51+00:00,416,1,,,,
2024-06-19T08:07:58+00:00,417,1,,,,
2024-06-19T08:08:05+00:00,418,1,,,,
2024-06-19T08:08:12+00:00,419,1,,,,
2024-06-19T08:08:19+00:00,420,1,,,,
2024-06-19T08:08:26+00:00,421,1,,,,
2024-06-19T08:08:33+00:00,422,1,,,,
2024-06-19T08:08:40+00:00,423,1,,,,
2024-06-19T08:08:47+00:00,424,1,,,,
2024-06-19T08:08:54+00:00,425,1,,,,
2024-06-19T08:09:01+00:00,426,1,,,,
2024-06-19T08:09:08+00:00,427,1,,,,
2024-06-19T08:09:15+00:00,428,1,,,,
2024-06-19T08:09:22+00:00,429,1,,,,
2024-06-19T08:09:29+00:00,430,1,,,,
2024-06-19T08:09:36+00:00,431,1,,,,
2024-06-19T08:09:43+00:00,432,1,,,,
2024-06-19T08:09:50+00:00,433,1,,,,
2024-06-19T08:09:57+00:00,434,1,,,,
2024-06-19T08:10:04+00:00,435,1,,,,
2024-06-19T08:10:11+00:00,436,1,,,,
2024-06-19T08:10:18+00:00,437,1,,,,
2024-06-19T08:10:25+00:00,438,1,,,,
2024-06-19T08:10:32+00:00,439,1,,,,
2024-06-19T08:10:39+00:00,440,1,,,,
2024-06-19T08:10:46+00:00,441,1,,,,
2024-06-19T08:10:53+00:00,442,1,,,,
2024-06-19T08:11:00+00:00,443,1,,,,
2024-06-19T08:11:07+00:00,444,1,,,,
2024-06-19T08:11:14+00:00,445,1,,,,
2024-06-19T08:11:21+00:00,446,1,,,,
2024-06-19T08:11:28+00:00,447,1,,,,
2024-06-19T08:11:35+00:00,448,1,,,,
2024-06-19T08:11:42+00:00,449,1,,,,
2024-06-19T08:11:49+00:00,450,1,,,,
2024-06-19T08:11:56+00:00,451,1,,,,
2024-06-19T08:12:03+00:00,452,1,,,,
2024-06-19T08:12:10+00:00,453,1,,,,
2024-06-19T08:12:17+00:00,454,1,,,,
2024-06-19T08:12:24+00:00,455,1,,,,
2024-06-19T08:12:31+00:00,456,1,,,,
2024-06-19T08:12:38+00:00,457,1,,,,
2024-06-19T08:12:45+00:00,458,1,,,,
2024-06-19T08:12:52+00:00,459,1,,,,
2024-06-19T08:12:59+00:00,460,1,,,,
2024-06-19T08:13:06+00:00,461,1,,,,
2024-06-19T08:13:13+00:00,462,1,,,,
2024-06-19T08:13:20+00:00,463,1,,,,
2024-06-19T08:13:27+00:00,464,1,,,,
2024-06-19T08:13:34+00:00,465,1,,,,
2024-06-19T08:13:41+00:00,466,1,,,,
2024-06-19T08:13:48+00:00,467,1,,,,
2024-06-19T08:13:55+00:00,468,1,,,,
2024-06-19T08:14:02+00:00,469,1,,,,
2024-06-19T08:14:09+00:00,470,1,,,,
2024-06-19T08:14:16+00:00,471,1,,,,
2024-06-19T08:14:23+00:00,472,1,,,,
2024-06-19T08:14:30+00:00,473,1,,,,
2024-06-19T08:14:37+00:00,474,1,,,,
2024-06-19T08:14:44+00:00,475,1,,,,
2024-06-19T08:14:51+00:00,476,1,,,,
2024-06-19T08:14:58+00:00,477,1,,,,
2024-06-19T08:15:05+00:00,478,1,,,,
2024-06-19T08:15:12+00:00,479,1,,,,
2024-06-19T08:15:18+00:00,480,1,,,,
2024-06-19T08:15:25+00:00,481,1,,,,
2024-06-19T08:15:32+00:00,482,1,,,,
2024-06-19T08:15:39+00:00,483,1,,,,
2024-06-19T08:15:46+00:00,484,1,,,,
2024-06-19T08:15:53+00:00,485,1,,,,
2024-06-19T08:16:00+00:00,486,1,,,,
2024-06-19T08:16:07+00:00,487,1,,,,
2024-06-19T08:16:14+00:00,488,1,,,,
2024-06-19T08:16:21+00:00,489,1,,,,
2024-06-19T08:16:28+00:00,490,1,,,,
2024-06-19T08:16:35+00:00,491,1,,,,
2024-06-19T08:16:42+00:00,492,1,,,,
2024-06-19T08:16:49+00:00,493,1,,,,
2024-06-19T08:16:56+00:00,494,1,,,,
2024-06-19T08:17:03+00:00,495,1,,,,
2024-06-19T08:17:10+00:00,496,1,,,,
2024-06-19T08:17:17+00:00,497,1,,,,
2024-06-19T08:17:24+00:00,498,1,,,,
2024-06-19T08:17:31+00:00,499,1,,,,
2024-06-19T08:17:38+00:00,500,1,,,,
2024-06-19T08:17:45+00:00,501,1,,,,
2024-06-19T08:17:52+00:00,502,1,,,,
2024-06-19T08:17:59+00:00,503,1,,,,
2024-06-19T08:18:06+00:00,504,1,,,,
2024-06-19T08:18:13+00:00,505,1,,,,
2024-06-19T08:18:20+00:00,506,1,,,,
2024-06-19T08:18:27+00:00,507,1,,,,
2024-06-19T08:18:34+00:00,508,1,,,,
2024-06-19T08:18:41+00:00,509,1,,,,
2024-06-19T08:18:48+00:00,510,1,,,,
2024-06-19T08:18:55+00:00,511,1,,,,
2024-06-19T08:19:02+00:00,512,1,,,,
2024-06-19T08:19:09+00:00,513,1,,,,
2024-06-19T08:19:16+00:00,514,1,,,,
2024-06-19T08:19:23+00:00,515,1,,,,
2024-06-19T08:19:30+00:00,516,1,,,,
2024-06-19T08:19:37+00:00,517,1,,,,
2024-06-19T08:19:44+00:00,518,1,,,,
2024-06-19T08:19:51+00:00,519,1,,,,
2024-06-19T08:19:58+00:00,520,1,,,,
2024-06-19T08:20:05+00:00,521,1,,,,
2024-06-19T08:20:12+00:00,522,1,,,,
2024-06-19T08:20:19+00:00,523,1,,,,
2024-06-19T08:20:26+00:00,524,1,,,,
2024-06-19T08:20:33+00:00,525,1,,,,
2024-06-19T08:20:40+00:00,526,1,,,,
2024-06-19T08:20:47+00:00,527,1,,,,
2024-06-19T08:20:54+00:00,528,1,,,,
2024-06-19T08:21:01+00:00,529,1,,,,
2024-06-19T08:21:08+00:00,530,1,,,,
2024-06-19T08:21:15+00:00,531,1,,,,
2024-06-19T08:21:22+00:00,532,1,,,,
2024-06-19T08:21:29+00:00,533,1,,,,
2024-06-19T08:21:36+00:00,534,1,,,,
2024-06-19T08:21:43+00:00,535,1,,,,
2024-06-19T08:21:50+00:00,536,1,,,,
2024-06-19T08:21:57+00:00,537,1,,,,
2024-06-19T08:22:04+00:00,538,1,,,,
2024-06-19T08:22:11+00:00,539,1,,,,
2024-06-19T08:22:18+00:00,540,1,,,,
2024-06-19T08:22:25+00:00,541,1,,,,
2024-06-19T08:22:32+00:00,542,1,,,,
2024-06-19T08:22:39+00:00,543,1,,,,
2024-06-19T08:22:46+00:00,544,1,,,,
2024-06-19T08:22:53+00:00,545,1,,,,
2024-06-19T08:22:59+00:00,546,1,,,,
2024-06-19T08:23:06+00:00,547,1,,,,
2024-06-19T08:23:13+00:00,548,1,,,,
2024-06-19T08:23:20+00:00,549,1,,,,
2024-06-19T08:23:27+00:00,550,1,,,,
2024-06-19T08:23:34+00:00,551,1,,,,
2024-06-19T08:23:41+00:00,552,1,,,,
2024-06-19T08:23:48+00:00,553,1,,,,
2024-06-19T08:23:55+00:00,554,1,,,,
2024-06-19T08:24:02+00:00,555,1,,,,
2024-06-19T08:24:09+00:00,556,1,,,,
2024-06-19T08:24:16+00:00,557,1,,,,
